CustomerID,TotalOrders,TotalSpend,AvgOrderValue,StdOrderValue,TotalQuantity,AvgQuantity,UniqueProducts,FirstPurchase,LastPurchase,Country,CustomerTenure,AvgDaysBetweenOrders,IsUK,Recency,Frequency,Monetary,Segment,IsHighValue
12358,2,1168.06,61.47684210526315,52.27752321904825,248,13.052631578947368,13,2011-07-12 10:04:00,2011-12-08 10:26:00,Austria,149,74.5,0,2,2,1168.06,💼 Loyal Regulars,0
12359,4,6372.58,25.695887096774193,31.33620817089572,1622,6.540322580645161,214,2011-01-12 12:43:00,2011-10-13 12:47:00,Cyprus,274,68.5,0,58,4,6372.58,💼 Loyal Regulars,1
12360,3,2662.06,20.63612403100775,21.394617726708653,1165,9.031007751937985,105,2011-05-23 09:43:00,2011-10-18 15:22:00,Austria,148,49.333333333333336,0,52,3,2662.06,💼 Loyal Regulars,1
12361,1,189.9,18.990000000000002,3.280396317520186,91,9.1,10,2011-02-25 13:51:00,2011-02-25 13:51:00,Belgium,0,0.0,0,287,1,189.9,🆕 New Customers,0
12362,10,5226.23,19.647481203007516,9.664671282056696,2229,8.3796992481203,201,2011-02-17 10:30:00,2011-12-06 15:40:00,Belgium,292,29.2,0,3,10,5226.23,🏆 VIP Champions,1
12363,2,552.0,24.0,15.751238912311859,408,17.73913043478261,23,2011-04-11 13:29:00,2011-08-22 10:18:00,Unspecified,132,66.0,0,110,2,552.0,💼 Loyal Regulars,0
12364,4,1313.1,15.448235294117646,8.910810071730504,1506,17.71764705882353,70,2011-08-19 15:24:00,2011-12-02 10:22:00,Belgium,104,26.0,0,8,4,1313.1,💼 Loyal Regulars,0
12365,2,641.38,29.153636363636362,65.1966351414414,174,7.909090909090909,22,2011-02-21 13:51:00,2011-02-21 14:04:00,Cyprus,0,0.0,0,291,2,641.38,🆕 New Customers,0
12367,1,168.9,15.354545454545455,5.648958069655612,173,15.727272727272727,11,2011-12-05 16:48:00,2011-12-05 16:48:00,Denmark,0,0.0,0,4,1,168.9,💼 Loyal Regulars,0
12370,4,3545.69,21.231676646706585,21.116236420001904,2353,14.089820359281438,143,2010-12-14 12:58:00,2011-10-19 14:51:00,Cyprus,309,77.25,0,51,4,3545.69,💼 Loyal Regulars,1
12371,2,1887.96,29.96761904761905,44.277857887191665,591,9.380952380952381,63,2011-10-11 10:43:00,2011-10-26 10:16:00,Switzerland,14,7.0,0,45,2,1887.96,💼 Loyal Regulars,1
12372,3,1298.04,24.962307692307693,16.382581689264665,794,15.26923076923077,34,2011-02-16 12:46:00,2011-09-29 12:12:00,Denmark,224,74.66666666666667,0,72,3,1298.04,💼 Loyal Regulars,0
12373,1,364.6,26.042857142857144,10.26028296848613,197,14.071428571428571,14,2011-02-01 13:10:00,2011-02-01 13:10:00,Austria,0,0.0,0,311,1,364.6,🆕 New Customers,0
12374,1,742.9300000000001,22.513030303030305,19.774010639733735,342,10.363636363636363,33,2011-11-14 15:37:00,2011-11-14 15:37:00,Austria,0,0.0,0,25,1,742.9300000000001,💼 Loyal Regulars,0
12375,2,457.5,26.91176470588235,14.672205115154862,178,10.470588235294118,14,2011-09-02 14:23:00,2011-11-29 10:36:00,Finland,87,43.5,0,11,2,457.5,💼 Loyal Regulars,0
12377,2,1628.12,21.144415584415583,15.531661592534688,944,12.25974025974026,72,2010-12-20 09:37:00,2011-01-28 15:45:00,Switzerland,39,19.5,0,315,2,1628.12,🆕 New Customers,0
12378,1,4008.62,18.30420091324201,8.958342412809236,2529,11.547945205479452,219,2011-08-02 10:34:00,2011-08-02 10:34:00,Switzerland,0,0.0,0,130,1,4008.62,💼 Loyal Regulars,1
12379,2,852.24,21.306,12.201029969133439,407,10.175,39,2011-06-22 16:32:00,2011-09-19 10:09:00,Belgium,88,44.0,0,82,2,852.24,💼 Loyal Regulars,0
12380,4,2724.81,26.200096153846154,27.08885288224848,1127,10.836538461538462,77,2011-06-07 09:49:00,2011-11-18 11:27:00,Belgium,164,41.0,0,22,4,2724.81,💼 Loyal Regulars,1
12381,5,1845.31,21.21045977011494,25.892950235134975,808,9.28735632183908,70,2011-08-12 09:57:00,2011-12-05 12:44:00,Norway,115,23.0,0,5,5,1845.31,💼 Loyal Regulars,1
12383,5,1850.56,18.69252525252525,12.680055152091024,1532,15.474747474747474,84,2010-12-22 14:28:00,2011-06-08 08:02:00,Belgium,167,33.4,0,185,5,1850.56,💼 Loyal Regulars,1
12384,2,585.27,21.676666666666666,17.29530260815613,126,4.666666666666667,26,2011-08-10 11:23:00,2011-11-11 08:39:00,Switzerland,92,46.0,0,29,2,585.27,💼 Loyal Regulars,0
12386,2,401.9,40.19,22.821064830546362,354,35.4,10,2010-12-08 09:53:00,2011-01-06 12:37:00,Australia,29,14.5,0,338,2,401.9,🆕 New Customers,0
12388,6,2780.66,27.8066,16.84279813241532,1462,14.62,57,2011-01-17 11:12:00,2011-11-24 12:30:00,Australia,311,51.833333333333336,0,16,6,2780.66,💼 Loyal Regulars,1
12390,1,549.84,17.1825,7.172142344268664,353,11.03125,32,2011-09-21 09:33:00,2011-09-21 09:33:00,Belgium,0,0.0,0,80,1,549.84,💼 Loyal Regulars,0
12391,1,460.89,4.6089,5.523439108549907,300,3.0,92,2011-11-18 12:07:00,2011-11-18 12:07:00,Cyprus,0,0.0,0,22,1,460.89,💼 Loyal Regulars,0
12393,4,1582.6000000000001,24.728125000000002,18.045403220237354,816,12.75,47,2011-01-11 09:47:00,2011-09-28 15:41:00,Australia,260,65.0,0,72,4,1582.6000000000001,💼 Loyal Regulars,0
12394,2,1272.48,47.12888888888889,64.92458923381407,819,30.333333333333332,26,2011-05-06 14:01:00,2011-10-07 08:08:00,Belgium,153,76.5,0,64,2,1272.48,💼 Loyal Regulars,0
12395,12,3018.63,19.350192307692307,12.640153861413182,2118,13.576923076923077,91,2010-12-03 16:35:00,2011-11-20 15:21:00,Belgium,351,29.25,0,19,12,3018.63,🏆 VIP Champions,1
12397,2,2409.9,19.126190476190477,15.703009487720136,1263,10.023809523809524,110,2011-07-27 14:21:00,2011-11-04 09:52:00,Belgium,99,49.5,0,36,2,2409.9,💼 Loyal Regulars,1
12398,1,1635.6599999999999,19.24305882352941,22.430088742767012,1394,16.4,85,2011-10-25 10:27:00,2011-10-25 10:27:00,Switzerland,0,0.0,0,46,1,1635.6599999999999,💼 Loyal Regulars,0
12399,4,1108.65,18.790677966101697,10.49116802024393,1178,19.966101694915253,47,2011-03-23 09:42:00,2011-08-12 13:15:00,Belgium,142,35.5,0,119,4,1108.65,💼 Loyal Regulars,0
12401,1,84.3,16.86,5.419340365764086,11,2.2,5,2011-02-09 13:50:00,2011-02-09 13:50:00,Belgium,0,0.0,0,303,1,84.3,🆕 New Customers,0
12402,1,225.6,20.509090909090908,7.2340105813379285,94,8.545454545454545,11,2011-01-20 13:49:00,2011-01-20 13:49:00,Belgium,0,0.0,0,323,1,225.6,🆕 New Customers,0
12403,1,427.7,85.53999999999999,64.97959679776415,96,19.2,5,2011-10-21 10:51:00,2011-10-21 10:51:00,Denmark,0,0.0,0,50,1,427.7,💼 Loyal Regulars,0
12405,1,1710.39,31.67388888888889,42.769103308331616,857,15.87037037037037,54,2011-07-14 08:52:00,2011-07-14 08:52:00,Finland,0,0.0,0,149,1,1710.39,💼 Loyal Regulars,1
12406,2,3415.3,32.52666666666667,23.678103145939364,1818,17.314285714285713,92,2011-06-09 10:23:00,2011-11-17 19:22:00,Denmark,161,80.5,0,22,2,3415.3,💼 Loyal Regulars,1
12407,5,1708.1200000000001,22.183376623376624,16.695276404955607,1416,18.38961038961039,57,2011-03-20 13:21:00,2011-10-21 10:11:00,Belgium,214,42.8,0,50,5,1708.1200000000001,💼 Loyal Regulars,1
12408,5,2888.55,27.51,24.172746971617563,1409,13.41904761904762,81,2011-03-24 14:46:00,2011-11-07 12:27:00,Belgium,227,45.4,0,33,5,2888.55,💼 Loyal Regulars,1
12409,3,11072.67,101.58412844036697,61.50616794139595,5551,50.92660550458716,91,2011-06-10 12:19:00,2011-09-22 10:38:00,Switzerland,103,34.333333333333336,0,79,3,11072.67,💼 Loyal Regulars,1
12410,2,693.3299999999999,26.666538461538458,28.210280245656218,211,8.115384615384615,26,2011-02-04 10:38:00,2011-02-04 10:39:00,Switzerland,0,0.0,0,309,2,693.3299999999999,🆕 New Customers,0
12412,3,1226.88,20.112786885245903,12.51062163805188,829,13.59016393442623,43,2011-06-23 13:51:00,2011-09-26 10:16:00,Denmark,94,31.333333333333332,0,75,3,1226.88,💼 Loyal Regulars,0
12413,3,758.1,19.95,10.267213627643855,286,7.526315789473684,29,2011-01-06 16:12:00,2011-10-04 09:00:00,France,270,90.0,0,67,3,758.1,💼 Loyal Regulars,0
12414,3,562.41,31.244999999999997,18.57288607241275,300,16.666666666666668,16,2011-02-02 14:51:00,2011-05-06 14:51:00,Austria,93,31.0,0,217,3,562.41,🆕 New Customers,0
12415,21,124914.53,174.95032212885152,181.10239561311863,77374,108.36694677871148,444,2011-01-06 11:12:00,2011-11-15 14:22:00,Australia,313,14.904761904761905,0,24,21,124914.53,🏆 VIP Champions,1
12417,9,3649.1,19.005729166666665,11.076127647062123,1552,8.083333333333334,158,2010-12-17 11:51:00,2011-12-06 14:52:00,Belgium,354,39.333333333333336,0,3,9,3649.1,🏆 VIP Champions,1
12418,1,668.58,19.664117647058823,16.13403350302239,407,11.970588235294118,34,2011-08-19 11:08:00,2011-08-19 11:08:00,Switzerland,0,0.0,0,113,1,668.58,💼 Loyal Regulars,0
12420,1,600.39,20.70310344827586,9.201862041164851,345,11.89655172413793,29,2011-10-07 08:55:00,2011-10-07 08:55:00,Cyprus,0,0.0,0,64,1,600.39,💼 Loyal Regulars,0
12421,4,807.04,17.93422222222222,11.561200883065126,484,10.755555555555556,32,2011-01-24 15:09:00,2011-11-24 09:07:00,Spain,303,75.75,0,16,4,807.04,💼 Loyal Regulars,0
12422,3,803.5600000000001,20.604102564102565,17.520070403299535,370,9.487179487179487,39,2011-01-19 09:13:00,2011-09-05 09:48:00,Australia,229,76.33333333333333,0,96,3,803.5600000000001,💼 Loyal Regulars,0
12423,8,1859.31,14.87448,7.838852929581782,1339,10.712,97,2010-12-21 10:54:00,2011-12-09 10:10:00,Belgium,352,44.0,0,1,8,1859.31,💼 Loyal Regulars,1
12424,2,1760.96,58.69866666666667,62.474226064024606,740,24.666666666666668,30,2011-06-30 12:06:00,2011-06-30 12:06:00,Australia,0,0.0,0,163,2,1760.96,💼 Loyal Regulars,1
12425,1,777.2,21.58888888888889,14.685976941632408,496,13.777777777777779,36,2011-09-22 17:31:00,2011-09-22 17:31:00,Portugal,0,0.0,0,78,1,777.2,💼 Loyal Regulars,0
12426,1,582.73,19.424333333333333,11.490219434096034,258,8.6,30,2011-05-29 12:26:00,2011-05-29 12:26:00,Germany,0,0.0,0,195,1,582.73,🆕 New Customers,0
12427,3,825.8,26.638709677419353,17.504324559364463,533,17.193548387096776,26,2010-12-03 10:44:00,2011-11-18 08:56:00,Germany,349,116.33333333333333,0,22,3,825.8,💼 Loyal Regulars,0
12428,9,7956.46,27.062789115646257,43.42766763742172,3536,12.02721088435374,258,2011-03-01 09:33:00,2011-11-14 08:22:00,Finland,257,28.555555555555557,0,26,9,7956.46,🏆 VIP Champions,1
12429,4,3750.4,38.66391752577319,35.84802256740429,1557,16.051546391752577,82,2010-12-09 12:05:00,2011-11-30 17:22:00,Denmark,356,89.0,0,9,4,3750.4,💼 Loyal Regulars,1
12430,1,256.4,23.30909090909091,14.033241574593845,117,10.636363636363637,11,2011-10-27 15:09:00,2011-10-27 15:09:00,Norway,0,0.0,0,43,1,256.4,💼 Loyal Regulars,0
12431,15,6487.45,27.606170212765957,50.33543798253851,2906,12.36595744680851,163,2010-12-01 10:03:00,2011-11-04 11:55:00,Australia,338,22.533333333333335,0,36,15,6487.45,🏆 VIP Champions,1
12432,5,5059.32,46.845555555555556,75.6796474737069,1801,16.675925925925927,107,2011-06-20 13:27:00,2011-10-28 11:43:00,Norway,129,25.8,0,43,5,5059.32,💼 Loyal Regulars,1
12433,7,13375.87,31.847309523809525,27.0369316523465,11071,26.35952380952381,219,2010-12-01 13:24:00,2011-12-09 10:02:00,Norway,372,53.142857142857146,0,1,7,13375.87,🏆 VIP Champions,1
12434,2,806.14,16.122799999999998,8.336415331029794,394,7.88,46,2011-03-24 13:05:00,2011-09-16 12:38:00,Australia,175,87.5,0,85,2,806.14,💼 Loyal Regulars,0
12435,2,7829.89,217.49694444444447,118.22086735838245,2055,57.083333333333336,31,2011-03-17 07:40:00,2011-09-21 09:06:00,Denmark,188,94.0,0,80,2,7829.89,💼 Loyal Regulars,1
12436,1,509.01,31.813125,18.84557161731459,211,13.1875,16,2011-09-01 12:09:00,2011-09-01 12:09:00,Norway,0,0.0,0,100,1,509.01,💼 Loyal Regulars,0
12437,18,4951.41,24.88145728643216,18.247716430729014,2922,14.683417085427136,118,2011-01-12 14:13:00,2011-12-08 11:35:00,France,329,18.27777777777778,0,2,18,4951.41,🏆 VIP Champions,1
12438,2,2906.85,29.66173469387755,40.54791789245686,1180,12.040816326530612,84,2011-07-22 13:29:00,2011-11-25 13:28:00,Norway,125,62.5,0,14,2,2906.85,💼 Loyal Regulars,1
12441,1,173.55,15.77727272727273,4.004083143265363,121,11.0,11,2010-12-08 10:45:00,2010-12-08 10:45:00,France,0,0.0,0,367,1,173.55,🆕 New Customers,0
12442,1,172.06,14.338333333333333,8.012192791822558,182,15.166666666666666,12,2011-12-06 14:22:00,2011-12-06 14:22:00,Spain,0,0.0,0,3,1,172.06,💼 Loyal Regulars,0
12444,5,5005.46,28.440113636363638,36.38456452930298,1153,6.551136363636363,138,2011-06-21 14:00:00,2011-11-18 13:23:00,Norway,149,29.8,0,21,5,5005.46,💼 Loyal Regulars,1
12445,1,133.4,33.35,16.22621335986927,62,15.5,4,2011-11-17 18:43:00,2011-11-17 18:43:00,Spain,0,0.0,0,22,1,133.4,💼 Loyal Regulars,0
12446,1,1002.3100000000001,17.584385964912283,6.119333243775087,351,6.157894736842105,57,2011-10-13 12:50:00,2011-10-13 12:50:00,RSA,0,0.0,0,58,1,1002.3100000000001,💼 Loyal Regulars,0
12447,1,476.49,18.326538461538462,7.176101973805942,190,7.3076923076923075,26,2011-04-10 13:25:00,2011-04-10 13:25:00,Belgium,0,0.0,0,243,1,476.49,🆕 New Customers,0
12448,1,449.45,20.429545454545455,19.12305152907218,243,11.045454545454545,22,2011-10-26 13:46:00,2011-10-26 13:46:00,Spain,0,0.0,0,44,1,449.45,💼 Loyal Regulars,0
12449,4,4067.29,21.294712041884818,17.994325824835112,1553,8.13089005235602,118,2011-06-05 15:37:00,2011-11-17 13:46:00,Belgium,164,41.0,0,22,4,4067.29,💼 Loyal Regulars,1
12450,2,197.88,24.735,18.193495698031363,128,16.0,7,2011-06-19 14:36:00,2011-07-06 14:41:00,Spain,17,8.5,0,156,2,197.88,💼 Loyal Regulars,0
12451,5,9035.52,25.524067796610172,21.135579050968854,6575,18.573446327683616,265,2011-01-19 09:05:00,2011-11-29 08:40:00,Switzerland,313,62.6,0,11,5,9035.52,🏆 VIP Champions,1
12452,2,430.57,19.571363636363635,16.023037669155816,185,8.409090909090908,21,2011-11-23 08:05:00,2011-11-23 10:28:00,Switzerland,0,0.0,0,17,2,430.57,💼 Loyal Regulars,0
12453,1,707.09,16.443953488372095,5.037722056802528,473,11.0,43,2011-07-28 14:08:00,2011-07-28 14:08:00,Austria,0,0.0,0,134,1,707.09,💼 Loyal Regulars,0
12454,1,3528.34,235.22266666666667,104.4952025875328,1006,67.06666666666666,15,2011-10-14 17:13:00,2011-10-14 17:13:00,Spain,0,0.0,0,56,1,3528.34,💼 Loyal Regulars,1
12455,6,2466.86,27.409555555555556,23.523037711380642,2089,23.211111111111112,85,2011-02-16 09:56:00,2011-09-27 15:31:00,Cyprus,223,37.166666666666664,0,73,6,2466.86,💼 Loyal Regulars,1
12456,3,3181.04,25.44832,34.238720340309676,1633,13.064,105,2011-03-30 09:12:00,2011-10-26 14:41:00,Switzerland,210,70.0,0,44,3,3181.04,💼 Loyal Regulars,1
12457,7,2363.23,38.11661290322581,46.29048069629005,843,13.596774193548388,53,2011-04-14 18:57:00,2011-10-04 13:13:00,Switzerland,172,24.571428571428573,0,66,7,2363.23,💼 Loyal Regulars,1
12458,2,947.4,24.931578947368422,18.02832329094384,506,13.31578947368421,35,2011-02-28 10:55:00,2011-09-29 15:25:00,Switzerland,213,106.5,0,71,2,947.4,💼 Loyal Regulars,0
12461,2,826.88,23.62514285714286,32.83688746905623,287,8.2,35,2011-07-08 10:23:00,2011-09-06 16:57:00,Switzerland,60,30.0,0,94,2,826.88,💼 Loyal Regulars,0
12462,2,1189.59,19.186935483870965,21.327398878292737,536,8.64516129032258,51,2011-02-09 14:44:00,2011-11-21 09:11:00,Spain,284,142.0,0,19,2,1189.59,💼 Loyal Regulars,0
12463,4,1344.78,16.202168674698793,7.328468719731287,776,9.349397590361447,65,2011-04-12 12:47:00,2011-10-17 13:44:00,Belgium,188,47.0,0,53,4,1344.78,💼 Loyal Regulars,0
12464,8,1212.05,41.79482758620689,26.566101335118468,112,3.8620689655172415,6,2011-02-03 13:30:00,2011-11-29 13:33:00,Belgium,299,37.375,0,10,8,1212.05,💼 Loyal Regulars,0
12465,2,742.1899999999999,15.79127659574468,6.353031668294546,479,10.191489361702128,46,2011-06-23 13:37:00,2011-11-22 16:34:00,Belgium,152,76.0,0,17,2,742.1899999999999,💼 Loyal Regulars,0
12468,2,729.5400000000001,19.19842105263158,11.894366717135764,366,9.631578947368421,36,2011-01-27 13:29:00,2011-06-05 11:36:00,Germany,128,64.0,0,188,2,729.5400000000001,🆕 New Customers,0
12471,30,19824.05,43.09576086956522,76.19169714190105,8212,17.85217391304348,150,2010-12-10 09:35:00,2011-12-07 15:43:00,Germany,362,12.066666666666666,0,2,30,19824.05,🏆 VIP Champions,1
12472,7,6572.11,19.386755162241887,15.530018825041694,4148,12.23598820058997,219,2010-12-05 14:19:00,2011-11-07 14:01:00,Germany,336,48.0,0,32,7,6572.11,🏆 VIP Champions,1
12473,5,3938.5499999999997,23.443749999999998,53.242991326316854,2439,14.517857142857142,140,2011-06-01 10:15:00,2011-11-10 13:46:00,Germany,162,32.4,0,29,5,3938.5499999999997,💼 Loyal Regulars,1
12474,18,7375.79,17.395731132075472,10.212934432582509,4847,11.431603773584905,253,2011-01-14 10:06:00,2011-11-22 14:39:00,Germany,312,17.333333333333332,0,17,18,7375.79,🏆 VIP Champions,1
12475,1,723.38,20.093888888888888,10.979105942725358,535,14.86111111111111,36,2011-10-17 10:10:00,2011-10-17 10:10:00,Germany,0,0.0,0,54,1,723.38,💼 Loyal Regulars,0
12476,11,6816.42,29.255021459227468,26.005650763997817,2408,10.334763948497853,177,2010-12-13 14:39:00,2011-11-24 12:40:00,Germany,345,31.363636363636363,0,16,11,6816.42,🏆 VIP Champions,1
12477,6,13219.74,44.065799999999996,48.76364839072834,3653,12.176666666666666,191,2011-02-11 12:45:00,2011-11-17 09:51:00,Germany,278,46.333333333333336,0,23,6,13219.74,🏆 VIP Champions,1
12478,1,680.99,18.91638888888889,20.812875568850277,236,6.555555555555555,36,2011-12-06 09:56:00,2011-12-06 09:56:00,Greece,0,0.0,0,4,1,680.99,💼 Loyal Regulars,0
12479,1,527.2,17.006451612903227,9.067401152254927,385,12.419354838709678,31,2011-11-28 13:26:00,2011-11-28 13:26:00,Germany,0,0.0,0,11,1,527.2,💼 Loyal Regulars,0
12480,4,3281.63,21.309285714285714,28.908123428200177,1707,11.084415584415584,129,2011-01-07 15:27:00,2011-11-11 14:52:00,Germany,307,76.75,0,28,4,3281.63,💼 Loyal Regulars,1
12481,10,5596.32,25.789493087557602,20.611551737305664,3304,15.225806451612904,150,2010-12-09 10:13:00,2011-11-17 08:29:00,Germany,342,34.2,0,23,10,5596.32,🏆 VIP Champions,1
12483,8,2484.98,33.133066666666664,31.407259488477756,1110,14.8,46,2011-01-04 14:20:00,2011-11-22 17:02:00,Sweden,322,40.25,0,17,8,2484.98,🏆 VIP Champions,1
12484,6,4541.72,13.126358381502891,17.15008436296153,2191,6.332369942196531,256,2011-01-07 14:04:00,2011-11-07 11:37:00,Spain,303,50.5,0,33,6,4541.72,🏆 VIP Champions,1
12488,3,1298.66,23.612000000000002,16.826931830099475,529,9.618181818181819,46,2011-09-25 10:34:00,2011-11-30 08:50:00,France,65,21.666666666666668,0,10,3,1298.66,💼 Loyal Regulars,0
12489,1,334.93,22.328666666666667,8.673208227200645,105,7.0,15,2011-01-07 13:13:00,2011-01-07 13:13:00,France,0,0.0,0,336,1,334.93,🆕 New Customers,0
12490,10,5417.93,22.114,17.133910877765565,3064,12.506122448979593,131,2011-01-14 09:13:00,2011-12-04 16:07:00,France,324,32.4,0,5,10,5417.93,🏆 VIP Champions,1
12491,1,460.40000000000003,17.70769230769231,9.367493712916943,260,10.0,25,2011-11-01 12:18:00,2011-11-01 12:18:00,France,0,0.0,0,39,1,460.40000000000003,💼 Loyal Regulars,0
12492,2,263.21000000000004,13.160500000000003,5.372805280200221,192,9.6,19,2011-08-26 14:51:00,2011-10-07 15:15:00,Germany,42,21.0,0,63,2,263.21000000000004,💼 Loyal Regulars,0
12493,2,433.74,19.715454545454545,5.7762227955256185,207,9.409090909090908,20,2011-05-26 14:53:00,2011-06-27 10:17:00,France,31,15.5,0,166,2,433.74,🆕 New Customers,0
12494,7,1246.1000000000001,16.183116883116885,7.523139437715911,707,9.181818181818182,63,2010-12-09 11:31:00,2011-11-24 09:34:00,France,349,49.857142857142854,0,16,7,1246.1000000000001,💼 Loyal Regulars,0
12497,1,1043.1,74.50714285714285,44.84968852109857,1236,88.28571428571429,14,2011-09-19 12:29:00,2011-09-19 12:29:00,Germany,0,0.0,0,82,1,1043.1,💼 Loyal Regulars,0
12498,3,403.70000000000005,17.55217391304348,6.960856110175046,159,6.913043478260869,21,2011-10-13 09:30:00,2011-11-18 12:53:00,Germany,36,12.0,0,21,3,403.70000000000005,💼 Loyal Regulars,0
12500,11,4257.82,69.80032786885245,96.51899053152205,2678,43.90163934426229,34,2011-01-10 09:48:00,2011-11-16 16:20:00,Germany,310,28.181818181818183,0,23,11,4257.82,🏆 VIP Champions,1
12501,1,2169.39,14.559664429530201,11.642558487285982,1783,11.966442953020135,149,2011-01-07 12:28:00,2011-01-07 12:28:00,Germany,0,0.0,0,337,1,2169.39,🆕 New Customers,1
12502,5,3723.87,25.332448979591835,29.728509806771058,820,5.578231292517007,102,2011-02-03 10:41:00,2011-09-05 11:52:00,Spain,214,42.8,0,96,5,3723.87,💼 Loyal Regulars,1
12504,2,482.04999999999995,53.5611111111111,46.544862617813266,90,10.0,6,2011-11-09 14:56:00,2011-11-21 16:02:00,Germany,12,6.0,0,18,2,482.04999999999995,💼 Loyal Regulars,0
12506,1,73.5,3.1956521739130435,2.086586656124731,23,1.0,23,2011-04-21 08:54:00,2011-04-21 08:54:00,France,0,0.0,0,233,1,73.5,🆕 New Customers,0
12507,3,1304.81,62.13380952380952,54.53008953561239,894,42.57142857142857,19,2011-02-14 09:24:00,2011-07-28 17:09:00,Spain,164,54.666666666666664,0,134,3,1304.81,💼 Loyal Regulars,0
12508,2,398.27,5.772028985507246,4.446343368666962,272,3.9420289855072466,57,2011-11-10 16:27:00,2011-11-13 15:37:00,France,2,1.0,0,26,2,398.27,💼 Loyal Regulars,0
12509,1,176.5,25.214285714285715,18.9161684431977,55,7.857142857142857,7,2011-02-28 14:45:00,2011-02-28 14:45:00,France,0,0.0,0,284,1,176.5,🆕 New Customers,0
12510,2,982.5699999999999,29.774848484848484,32.12482880510923,353,10.696969696969697,29,2011-01-18 14:04:00,2011-07-20 10:15:00,Spain,182,91.0,0,143,2,982.5699999999999,💼 Loyal Regulars,0
12512,2,138.03,4.059705882352941,2.871632927177357,99,2.911764705882353,31,2011-10-04 14:53:00,2011-10-04 14:55:00,Israel,0,0.0,0,66,2,138.03,💼 Loyal Regulars,0
12513,1,612.29,17.494,9.986948600695868,462,13.2,35,2011-08-19 10:51:00,2011-08-19 10:51:00,France,0,0.0,0,113,1,612.29,💼 Loyal Regulars,0
12514,1,1017.68,19.954509803921567,10.635650297696987,440,8.627450980392156,51,2011-03-17 16:38:00,2011-03-17 16:38:00,Italy,0,0.0,0,267,1,1017.68,🆕 New Customers,0
12515,1,383.7,23.98125,22.111873695671594,131,8.1875,16,2010-12-21 15:43:00,2010-12-21 15:43:00,Italy,0,0.0,0,353,1,383.7,🆕 New Customers,0
12516,2,1312.06,50.46384615384615,32.54597290933833,875,33.65384615384615,20,2011-06-12 11:37:00,2011-09-23 09:13:00,Germany,102,51.0,0,78,2,1312.06,💼 Loyal Regulars,0
12517,5,2502.84,8.812816901408452,8.341167975955502,1371,4.827464788732394,232,2011-06-02 15:13:00,2011-11-11 14:04:00,Germany,161,32.2,0,28,5,2502.84,💼 Loyal Regulars,1
12518,5,2056.89,16.58782258064516,8.975297314683546,1318,10.629032258064516,84,2011-08-21 13:18:00,2011-12-09 10:13:00,Germany,109,21.8,0,1,5,2056.89,💼 Loyal Regulars,1
12519,1,340.84,18.935555555555553,10.909873683542338,183,10.166666666666666,17,2011-10-07 09:26:00,2011-10-07 09:26:00,Germany,0,0.0,0,64,1,340.84,💼 Loyal Regulars,0
